                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.60098,                0.35392,                0.84788,                0.91817,                 0.8629,                0.92219,                0.70117,                0.60894,                0.33711,                0.85801,               0.005083,               0.005083,               0.005083
                    152,                0.59627,                0.35177,                0.84769,                 0.9221,                0.86244,                0.92278,                0.70223,                0.60852,                0.33691,                0.85776,                0.00505,                0.00505,                0.00505
                    153,                0.59576,                0.34905,                0.84879,                0.92146,                0.86373,                0.92274,                0.70275,                0.60818,                0.33652,                0.85762,               0.005017,               0.005017,               0.005017
                    154,                0.59177,                0.34908,                0.84665,                0.92566,                0.86351,                0.92361,                0.70262,                0.60752,                0.33589,                0.85766,               0.004984,               0.004984,               0.004984
                    155,                0.59281,                0.34856,                0.84428,                0.92977,                0.85981,                0.92319,                0.70302,                0.60686,                0.33546,                0.85755,               0.004951,               0.004951,               0.004951
                    156,                0.59352,                0.34837,                0.84601,                0.93003,                0.85583,                 0.9223,                0.70226,                0.60642,                0.33551,                 0.8574,               0.004918,               0.004918,               0.004918
                    157,                0.59499,                 0.3499,                0.84585,                0.92523,                0.86129,                0.92331,                0.70305,                 0.6063,                0.33517,                0.85751,               0.004885,               0.004885,               0.004885
                    158,                0.58759,                0.34465,                0.84423,                0.93101,                0.85773,                0.92335,                0.70295,                 0.6058,                 0.3349,                0.85753,               0.004852,               0.004852,               0.004852
                    159,                0.58843,                0.34503,                0.84468,                0.93031,                0.85849,                0.92339,                  0.703,                0.60559,                0.33474,                0.85755,               0.004819,               0.004819,               0.004819
                    160,                0.58423,                0.34436,                0.84517,                0.92811,                0.85884,                0.92343,                0.70285,                 0.6054,                0.33459,                0.85762,               0.004786,               0.004786,               0.004786
                    161,                0.58586,                0.34498,                0.84357,                0.92687,                0.85916,                0.92324,                0.70314,                0.60523,                0.33423,                0.85757,               0.004753,               0.004753,               0.004753
                    162,                0.58287,                0.34245,                0.84245,                0.93518,                0.85554,                0.92425,                0.70311,                0.60494,                0.33395,                0.85761,                0.00472,                0.00472,                0.00472
                    163,                0.58388,                0.34112,                0.84343,                0.93114,                0.85597,                0.92363,                 0.7021,                0.60461,                0.33433,                0.85763,               0.004687,               0.004687,               0.004687
                    164,                0.58242,                0.34214,                0.84301,                0.93033,                0.85846,                0.92351,                 0.7027,                0.60445,                0.33383,                 0.8575,               0.004654,               0.004654,               0.004654
                    165,                0.57835,                0.34048,                0.84221,                0.93027,                0.85862,                0.92394,                0.70236,                0.60422,                 0.3337,                0.85743,               0.004621,               0.004621,               0.004621
                    166,                0.58089,                0.34103,                0.84473,                0.93105,                0.85799,                0.92361,                0.70315,                0.60386,                0.33357,                0.85738,               0.004588,               0.004588,               0.004588
                    167,                0.58253,                0.34119,                 0.8427,                0.93086,                0.85981,                0.92389,                0.70333,                0.60351,                0.33344,                 0.8573,               0.004555,               0.004555,               0.004555
                    168,                0.57894,                0.34241,                 0.8424,                0.92721,                0.86124,                0.92448,                0.70388,                0.60333,                0.33335,                0.85717,               0.004522,               0.004522,               0.004522
                    169,                0.57708,                0.33973,                 0.8426,                0.92535,                0.86286,                0.92442,                0.70375,                0.60301,                0.33348,                0.85701,               0.004489,               0.004489,               0.004489
                    170,                 0.5794,                0.33983,                0.84336,                0.92727,                0.86084,                0.92405,                0.70376,                0.60268,                0.33319,                0.85699,               0.004456,               0.004456,               0.004456
                    171,                0.57608,                 0.3388,                0.84245,                0.92668,                0.86115,                0.92436,                0.70381,                0.60257,                0.33328,                0.85704,               0.004423,               0.004423,               0.004423
                    172,                0.57726,                0.34029,                0.84181,                0.92868,                0.86184,                0.92468,                0.70388,                0.60234,                0.33284,                0.85697,                0.00439,                0.00439,                0.00439
                    173,                0.56964,                0.33558,                0.83933,                0.92952,                0.86016,                0.92558,                0.70436,                0.60228,                0.33245,                0.85684,               0.004357,               0.004357,               0.004357
                    174,                0.57189,                0.33536,                0.84003,                0.92804,                0.86194,                0.92557,                 0.7049,                0.60185,                0.33218,                0.85669,               0.004324,               0.004324,               0.004324
                    175,                0.57224,                0.33591,                0.84026,                0.92867,                0.86445,                0.92654,                0.70503,                0.60143,                0.33215,                0.85662,               0.004291,               0.004291,               0.004291
                    176,                0.56968,                0.33431,                0.84022,                0.92839,                0.86433,                0.92614,                0.70471,                0.60115,                0.33238,                0.85657,               0.004258,               0.004258,               0.004258
                    177,                0.56963,                0.33485,                0.83923,                0.92781,                0.86486,                0.92679,                0.70443,                0.60117,                0.33226,                0.85661,               0.004225,               0.004225,               0.004225
                    178,                 0.5737,                0.33752,                0.84103,                0.92577,                0.86602,                0.92714,                0.70507,                0.60121,                0.33234,                0.85656,               0.004192,               0.004192,               0.004192
                    179,                0.56316,                 0.3339,                0.83875,                0.92587,                0.86426,                0.92681,                0.70496,                 0.6011,                0.33214,                0.85647,               0.004159,               0.004159,               0.004159
                    180,                0.56458,                0.33142,                0.84136,                0.92569,                0.86537,                0.92682,                 0.7052,                0.60097,                0.33193,                 0.8564,               0.004126,               0.004126,               0.004126
                    181,                0.56188,                0.33156,                0.83824,                0.92492,                0.86495,                0.92621,                 0.7053,                0.60079,                0.33182,                0.85633,               0.004093,               0.004093,               0.004093
                    182,                0.56291,                0.33228,                0.83958,                0.92569,                0.86501,                0.92603,                0.70537,                0.60036,                0.33159,                0.85625,                0.00406,                0.00406,                0.00406
                    183,                 0.5597,                 0.3291,                0.83761,                0.92669,                0.86638,                0.92696,                 0.7061,                0.60013,                0.33126,                0.85623,               0.004027,               0.004027,               0.004027
                    184,                0.56326,                0.33055,                0.84032,                0.92639,                0.86614,                0.92648,                0.70602,                0.59981,                0.33097,                0.85621,               0.003994,               0.003994,               0.003994
                    185,                0.55914,                0.32805,                0.83881,                0.92609,                0.86649,                0.92679,                0.70611,                0.59957,                0.33079,                0.85622,               0.003961,               0.003961,               0.003961
                    186,                 0.5619,                 0.3302,                0.83739,                0.92935,                0.86513,                0.92633,                0.70667,                0.59929,                0.33071,                0.85609,               0.003928,               0.003928,               0.003928
                    187,                0.55775,                0.32772,                0.83761,                0.93009,                0.86375,                0.92672,                0.70714,                 0.5992,                0.33062,                0.85614,               0.003895,               0.003895,               0.003895
                    188,                0.55782,                0.32678,                0.83853,                0.92831,                0.86409,                0.92647,                0.70728,                0.59898,                0.33038,                0.85609,               0.003862,               0.003862,               0.003862
                    189,                0.55143,                0.32552,                0.83714,                0.92795,                0.86353,                 0.9266,                0.70756,                0.59891,                 0.3304,                0.85604,               0.003829,               0.003829,               0.003829
                    190,                0.55394,                0.32557,                0.83531,                0.92838,                0.86436,                0.92711,                0.70782,                0.59903,                0.33045,                0.85616,               0.003796,               0.003796,               0.003796
                    191,                0.55634,                0.32559,                0.83794,                0.92694,                0.86443,                0.92645,                0.70777,                0.59895,                0.33023,                0.85619,               0.003763,               0.003763,               0.003763
                    192,                0.55436,                0.32578,                0.83598,                0.92807,                0.86447,                0.92631,                0.70821,                0.59858,                0.33011,                 0.8561,                0.00373,                0.00373,                0.00373
                    193,                0.55605,                0.32629,                0.83725,                0.92774,                0.86534,                0.92678,                0.70794,                0.59859,                0.33012,                0.85613,               0.003697,               0.003697,               0.003697
                    194,                0.55197,                0.32465,                0.83598,                0.92843,                0.86367,                0.92712,                0.70801,                0.59854,                0.32998,                0.85611,               0.003664,               0.003664,               0.003664
                    195,                0.55078,                0.32415,                0.83528,                0.92884,                0.86511,                0.92716,                0.70792,                0.59819,                0.32993,                0.85602,               0.003631,               0.003631,               0.003631
                    196,                0.54647,                0.32185,                0.83537,                0.92883,                0.86414,                0.92727,                0.70778,                0.59799,                0.32988,                 0.8559,               0.003598,               0.003598,               0.003598
                    197,                0.54668,                0.32133,                0.83417,                0.92643,                 0.8657,                0.92734,                0.70785,                0.59789,                0.32969,                0.85581,               0.003565,               0.003565,               0.003565
                    198,                0.54781,                0.32343,                0.83478,                0.92582,                 0.8657,                0.92717,                0.70799,                 0.5978,                0.32953,                0.85578,               0.003532,               0.003532,               0.003532
                    199,                0.54351,                0.31983,                0.83347,                0.93145,                0.86004,                0.92732,                0.70808,                 0.5978,                0.32961,                0.85576,               0.003499,               0.003499,               0.003499
                    200,                0.54139,                0.31897,                0.83389,                0.93129,                0.85972,                 0.9269,                0.70787,                0.59746,                0.32958,                0.85569,               0.003466,               0.003466,               0.003466
                    201,                0.54144,                0.31854,                0.83426,                0.93094,                 0.8601,                0.92677,                0.70848,                 0.5975,                0.32973,                0.85567,               0.003433,               0.003433,               0.003433
                    202,                0.54284,                0.31932,                0.83438,                0.93059,                0.86015,                0.92684,                0.70865,                0.59743,                0.32989,                0.85566,                 0.0034,                 0.0034,                 0.0034
                    203,                0.54132,                0.32036,                0.83587,                0.92706,                0.86495,                0.92777,                0.70903,                 0.5973,                0.32961,                0.85564,               0.003367,               0.003367,               0.003367
                    204,                0.53908,                0.31757,                0.83235,                0.92529,                0.86467,                0.92712,                0.70885,                0.59712,                0.32948,                0.85561,               0.003334,               0.003334,               0.003334
                    205,                0.54187,                0.32057,                0.83516,                0.92003,                 0.8678,                0.92774,                0.70892,                0.59691,                0.32931,                0.85555,               0.003301,               0.003301,               0.003301
                    206,                0.53818,                0.31618,                0.83292,                0.92785,                0.86436,                0.92773,                0.70916,                0.59681,                 0.3293,                0.85547,               0.003268,               0.003268,               0.003268
                    207,                0.54154,                0.31742,                0.83302,                0.91938,                0.86824,                0.92813,                0.70928,                0.59646,                  0.329,                0.85542,               0.003235,               0.003235,               0.003235
                    208,                0.53902,                0.31709,                0.83296,                0.92027,                 0.8692,                0.92843,                0.70959,                0.59633,                 0.3292,                 0.8554,               0.003202,               0.003202,               0.003202
                    209,                0.53538,                0.31428,                0.83182,                0.91972,                0.86935,                0.92871,                 0.7095,                0.59614,                0.32893,                0.85536,               0.003169,               0.003169,               0.003169
                    210,                0.53654,                 0.3148,                0.83331,                0.92162,                0.86916,                0.92889,                0.70999,                0.59602,                0.32868,                0.85522,               0.003136,               0.003136,               0.003136
                    211,                0.53548,                0.31521,                0.83371,                0.92134,                0.86912,                0.92892,                0.70988,                0.59597,                0.32884,                0.85521,               0.003103,               0.003103,               0.003103
                    212,                0.53197,                0.31286,                0.83258,                0.91962,                0.86943,                0.92859,                0.70988,                0.59585,                0.32895,                0.85519,                0.00307,                0.00307,                0.00307
                    213,                0.52888,                0.31167,                 0.8303,                0.91752,                0.87025,                0.92909,                0.70988,                0.59573,                0.32886,                0.85516,               0.003037,               0.003037,               0.003037
                    214,                0.52583,                0.31029,                0.83079,                0.92029,                0.86927,                 0.9281,                0.71004,                0.59575,                0.32889,                 0.8551,               0.003004,               0.003004,               0.003004
                    215,                 0.5263,                0.31039,                0.83023,                0.92143,                0.86898,                0.92849,                0.71032,                0.59559,                0.32901,                0.85499,               0.002971,               0.002971,               0.002971
                    216,                0.52672,                0.31034,                0.83165,                0.92315,                0.86902,                0.92912,                0.71025,                0.59534,                 0.3289,                0.85493,               0.002938,               0.002938,               0.002938
                    217,                0.52634,                0.31077,                 0.8316,                 0.9225,                 0.8691,                0.92894,                0.71032,                0.59519,                0.32853,                0.85486,               0.002905,               0.002905,               0.002905
                    218,                0.52482,                0.30994,                0.82968,                0.92299,                0.86912,                0.92898,                0.71073,                0.59504,                0.32851,                0.85483,               0.002872,               0.002872,               0.002872
                    219,                0.52386,                 0.3098,                0.82933,                0.92279,                0.86968,                0.92903,                0.71095,                 0.5947,                0.32828,                0.85473,               0.002839,               0.002839,               0.002839
                    220,                0.52288,                0.30728,                0.82844,                 0.9222,                0.87003,                0.92891,                 0.7108,                0.59453,                0.32844,                0.85467,               0.002806,               0.002806,               0.002806
                    221,                0.52594,                0.30918,                0.83084,                0.92247,                0.86916,                0.92875,                0.71101,                0.59439,                0.32854,                0.85464,               0.002773,               0.002773,               0.002773
                    222,                0.51985,                0.30642,                0.82826,                0.92232,                0.87023,                0.92871,                0.71118,                0.59421,                0.32852,                0.85457,                0.00274,                0.00274,                0.00274
                    223,                0.52443,                0.30867,                0.83063,                0.92546,                0.86682,                 0.9284,                0.71087,                0.59419,                 0.3287,                0.85457,               0.002707,               0.002707,               0.002707
                    224,                0.52021,                0.30675,                0.82852,                 0.9253,                0.86731,                0.92809,                0.71122,                0.59401,                0.32824,                0.85453,               0.002674,               0.002674,               0.002674
                    225,                0.52226,                0.30803,                0.83153,                0.92346,                 0.8692,                0.92849,                0.71126,                0.59388,                0.32815,                0.85455,               0.002641,               0.002641,               0.002641
                    226,                0.51742,                0.30502,                0.82788,                 0.9255,                0.86693,                 0.9284,                0.71139,                 0.5938,                0.32804,                0.85455,               0.002608,               0.002608,               0.002608
                    227,                0.51401,                0.30235,                0.82723,                0.92519,                0.86784,                0.92879,                0.71164,                0.59359,                0.32802,                0.85449,               0.002575,               0.002575,               0.002575
                    228,                0.51462,                0.30378,                0.82811,                0.92585,                0.86638,                0.92887,                0.71117,                0.59362,                 0.3283,                0.85442,               0.002542,               0.002542,               0.002542
                    229,                0.51559,                0.30386,                0.82698,                0.92604,                0.86603,                0.92903,                0.71149,                0.59342,                0.32811,                0.85433,               0.002509,               0.002509,               0.002509
                    230,                0.51072,                 0.3019,                0.82645,                0.92622,                0.86774,                0.92901,                 0.7116,                 0.5933,                0.32824,                0.85432,               0.002476,               0.002476,               0.002476
                    231,                0.50966,                0.30186,                0.82618,                0.92642,                0.86563,                0.92878,                0.71168,                0.59314,                0.32809,                0.85431,               0.002443,               0.002443,               0.002443
                    232,                0.51284,                 0.3038,                 0.8278,                0.92642,                0.86492,                0.92902,                0.71178,                0.59284,                  0.328,                0.85428,                0.00241,                0.00241,                0.00241
                    233,                0.50751,                0.29904,                0.82713,                0.92568,                0.86463,                0.92906,                0.71199,                0.59271,                0.32783,                 0.8541,               0.002377,               0.002377,               0.002377
                    234,                0.50671,                0.29953,                 0.8251,                 0.9257,                0.86534,                0.92947,                0.71217,                0.59276,                  0.328,                0.85411,               0.002344,               0.002344,               0.002344
                    235,                0.50828,                0.30019,                0.82543,                0.92567,                0.86611,                0.92815,                0.71185,                0.59265,                0.32797,                0.85398,               0.002311,               0.002311,               0.002311
                    236,                0.50544,                 0.2989,                0.82426,                0.92735,                0.86645,                0.92936,                0.71206,                0.59245,                 0.3278,                0.85389,               0.002278,               0.002278,               0.002278
                    237,                0.50471,                0.29932,                0.82608,                0.92779,                0.86653,                0.92964,                0.71261,                0.59231,                0.32771,                0.85384,               0.002245,               0.002245,               0.002245
                    238,                0.50048,                0.29624,                0.82471,                0.92833,                0.86686,                0.92937,                0.71225,                0.59234,                 0.3279,                0.85378,               0.002212,               0.002212,               0.002212
                    239,                0.50367,                0.29655,                0.82644,                0.92794,                0.86624,                0.92901,                0.71264,                0.59215,                0.32779,                 0.8537,               0.002179,               0.002179,               0.002179
                    240,                 0.5016,                0.29717,                0.82586,                0.92798,                0.86595,                0.92896,                 0.7127,                0.59209,                0.32799,                0.85369,               0.002146,               0.002146,               0.002146
                    241,                0.50106,                0.29707,                 0.8244,                0.92803,                0.86663,                 0.9282,                0.71222,                0.59177,                 0.3279,                0.85364,               0.002113,               0.002113,               0.002113
                    242,                0.49942,                0.29688,                0.82567,                0.92867,                0.86647,                0.92824,                0.71208,                0.59174,                0.32807,                0.85358,                0.00208,                0.00208,                0.00208
                    243,                0.49759,                0.29465,                0.82476,                0.92866,                 0.8665,                0.92879,                0.71233,                0.59151,                0.32797,                 0.8535,               0.002047,               0.002047,               0.002047
                    244,                0.49774,                0.29507,                0.82477,                0.92839,                0.86645,                0.92779,                0.71157,                0.59159,                0.32828,                0.85342,               0.002014,               0.002014,               0.002014
                    245,                0.49645,                0.29413,                0.82368,                0.92886,                0.86645,                 0.9281,                0.71244,                0.59146,                0.32857,                0.85338,               0.001981,               0.001981,               0.001981
                    246,                0.49198,                0.29076,                0.82299,                0.92876,                0.86642,                0.92864,                0.71247,                0.59146,                0.32854,                0.85332,               0.001948,               0.001948,               0.001948
                    247,                0.49347,                0.29294,                0.82344,                0.92925,                0.86588,                0.92863,                0.71268,                0.59132,                0.32872,                0.85325,               0.001915,               0.001915,               0.001915
                    248,                0.49036,                0.28958,                0.82281,                0.92912,                0.86482,                0.92841,                0.71298,                0.59119,                0.32855,                0.85323,               0.001882,               0.001882,               0.001882
                    249,                0.49139,                0.28984,                0.82191,                0.92956,                0.86431,                0.92827,                0.71242,                0.59082,                0.32875,                0.85313,               0.001849,               0.001849,               0.001849
                    250,                 0.4916,                0.29194,                0.82227,                0.92944,                0.86121,                0.92797,                0.71239,                0.59064,                0.32865,                0.85307,               0.001816,               0.001816,               0.001816
                    251,                0.49376,                0.29031,                0.82283,                0.92894,                0.86382,                0.92789,                0.71253,                0.59054,                0.32864,                0.85299,               0.001783,               0.001783,               0.001783
                    252,                0.48929,                 0.2894,                0.82348,                0.92887,                0.86468,                0.92798,                0.71249,                0.59037,                0.32871,                0.85293,                0.00175,                0.00175,                0.00175
                    253,                 0.4858,                0.28747,                0.82097,                0.92904,                0.86466,                  0.928,                0.71247,                0.59032,                 0.3283,                0.85293,               0.001717,               0.001717,               0.001717
                    254,                0.48541,                0.28744,                0.82167,                0.92911,                0.86422,                0.92809,                0.71268,                0.59054,                 0.3284,                0.85293,               0.001684,               0.001684,               0.001684
                    255,                0.48457,                0.28636,                0.82091,                0.92868,                0.86319,                0.92817,                0.71227,                0.59018,                0.32869,                0.85285,               0.001651,               0.001651,               0.001651
                    256,                0.48495,                0.28766,                0.82105,                 0.9289,                0.86423,                0.92841,                 0.7125,                0.59011,                0.32869,                0.85274,               0.001618,               0.001618,               0.001618
                    257,                0.48192,                0.28559,                0.82048,                 0.9292,                0.86364,                0.92841,                 0.7124,                0.59011,                0.32859,                0.85268,               0.001585,               0.001585,               0.001585
                    258,                0.47948,                0.28417,                0.82096,                 0.9286,                0.86319,                0.92836,                0.71247,                0.58995,                0.32873,                0.85259,               0.001552,               0.001552,               0.001552
                    259,                 0.4827,                0.28634,                0.82166,                0.92951,                0.86322,                0.92852,                 0.7121,                0.59017,                0.32864,                0.85268,               0.001519,               0.001519,               0.001519
                    260,                0.47529,                0.28209,                0.82006,                0.92929,                0.86301,                0.92844,                0.71238,                0.59001,                0.32865,                0.85261,               0.001486,               0.001486,               0.001486
                    261,                0.48576,                0.28676,                0.82085,                0.92939,                0.86285,                0.92854,                0.71242,                0.59003,                0.32855,                0.85264,               0.001453,               0.001453,               0.001453
                    262,                0.47571,                0.28279,                0.81989,                0.93012,                0.86274,                0.92879,                0.71233,                0.58995,                0.32855,                0.85257,                0.00142,                0.00142,                0.00142
                    263,                0.47408,                0.28222,                0.81973,                0.93088,                0.86259,                0.92871,                0.71214,                 0.5897,                0.32832,                0.85248,               0.001387,               0.001387,               0.001387
                    264,                 0.4788,                0.28234,                0.81962,                0.92799,                0.86622,                0.92838,                0.71187,                0.58963,                0.32861,                0.85244,               0.001354,               0.001354,               0.001354
                    265,                0.47344,                0.28182,                0.81965,                0.93208,                0.86397,                0.92923,                0.71192,                0.58956,                0.32858,                0.85241,               0.001321,               0.001321,               0.001321
                    266,                0.47211,                0.28091,                0.81677,                0.93195,                0.86392,                0.92924,                0.71199,                0.58971,                0.32865,                0.85237,               0.001288,               0.001288,               0.001288
                    267,                0.46879,                0.27953,                0.81813,                0.93103,                0.86371,                0.92891,                0.71252,                0.58939,                0.32836,                0.85225,               0.001255,               0.001255,               0.001255
                    268,                0.47365,                0.28226,                0.81878,                0.93132,                0.86351,                0.92888,                0.71239,                0.58931,                0.32806,                0.85214,               0.001222,               0.001222,               0.001222
                    269,                0.47085,                0.27888,                0.81858,                0.93318,                0.86403,                0.92936,                0.71278,                0.58911,                0.32821,                0.85204,               0.001189,               0.001189,               0.001189
                    270,                0.47136,                0.27926,                0.81946,                0.93215,                0.86424,                0.92906,                0.71243,                0.58915,                0.32837,                0.85198,               0.001156,               0.001156,               0.001156
                    271,                0.46942,                 0.2781,                0.81799,                 0.9321,                0.86529,                0.92908,                0.71214,                0.58906,                0.32841,                 0.8519,               0.001123,               0.001123,               0.001123
                    272,                0.46817,                0.27745,                0.81818,                0.93271,                0.86593,                0.92975,                0.71232,                0.58923,                0.32868,                0.85193,                0.00109,                0.00109,                0.00109
                    273,                0.46529,                0.27772,                0.81894,                0.93108,                0.86507,                0.92909,                 0.7122,                0.58923,                0.32919,                0.85186,               0.001057,               0.001057,               0.001057
                    274,                 0.4696,                0.27752,                0.81859,                0.93194,                0.86391,                0.92914,                0.71173,                0.58934,                0.32927,                0.85185,               0.001024,               0.001024,               0.001024
                    275,                0.46326,                 0.2767,                0.81834,                0.93258,                0.86488,                0.92903,                0.71174,                0.58932,                0.32918,                 0.8518,               0.000991,               0.000991,               0.000991
                    276,                0.46271,                0.27502,                0.81683,                0.93308,                0.86492,                0.92904,                0.71241,                  0.589,                  0.329,                0.85174,               0.000958,               0.000958,               0.000958
                    277,                0.46314,                0.27579,                0.81812,                0.93155,                0.86403,                0.92894,                0.71195,                 0.5891,                0.32901,                0.85176,               0.000925,               0.000925,               0.000925
                    278,                0.45878,                0.27258,                0.81648,                0.93291,                0.86537,                 0.9294,                0.71198,                0.58906,                0.32944,                0.85162,               0.000892,               0.000892,               0.000892
                    279,                0.46065,                0.27386,                 0.8163,                0.93255,                0.86523,                0.92926,                0.71226,                0.58907,                0.32957,                0.85156,               0.000859,               0.000859,               0.000859
                    280,                0.45569,                0.27188,                0.81566,                0.93231,                0.86581,                0.92966,                0.71193,                0.58899,                0.32958,                0.85151,               0.000826,               0.000826,               0.000826
                    281,                  0.457,                0.27275,                0.81602,                0.93137,                0.86712,                0.92968,                0.71225,                0.58907,                 0.3297,                0.85151,               0.000793,               0.000793,               0.000793
                    282,                0.45919,                0.27247,                0.81651,                0.93166,                0.86756,                0.92912,                0.71194,                0.58909,                0.32994,                0.85149,                0.00076,                0.00076,                0.00076
                    283,                0.46093,                0.27424,                0.81846,                0.93163,                 0.8671,                0.92955,                0.71222,                0.58897,                0.33021,                0.85153,               0.000727,               0.000727,               0.000727
                    284,                0.45438,                0.27138,                0.81528,                0.93275,                0.86801,                0.93051,                0.71259,                0.58894,                0.33015,                0.85144,               0.000694,               0.000694,               0.000694
                    285,                0.45335,                0.26985,                0.81573,                0.93122,                0.86797,                0.93057,                0.71253,                0.58895,                0.32982,                0.85148,               0.000661,               0.000661,               0.000661
                    286,                 0.4507,                0.26998,                0.81594,                0.93277,                0.86793,                0.93049,                0.71227,                0.58892,                0.33005,                0.85147,               0.000628,               0.000628,               0.000628
                    287,                0.45353,                 0.2705,                0.81555,                0.93143,                0.86801,                0.93006,                0.71266,                 0.5887,                0.32956,                 0.8514,               0.000595,               0.000595,               0.000595
                    288,                0.45196,                0.26944,                0.81441,                 0.9325,                0.86788,                0.93014,                0.71276,                0.58886,                0.32969,                0.85143,               0.000562,               0.000562,               0.000562
                    289,                0.45075,                0.26955,                0.81517,                0.93259,                0.86798,                0.93001,                 0.7126,                0.58882,                0.32982,                0.85141,               0.000529,               0.000529,               0.000529
                    290,                0.44496,                 0.2653,                 0.8154,                0.93223,                0.86793,                   0.93,                0.71253,                 0.5888,                0.32991,                0.85138,               0.000496,               0.000496,               0.000496
                    291,                0.42642,                0.25063,                0.80201,                0.93215,                0.86806,                0.93003,                0.71262,                0.58898,                0.33044,                0.85136,               0.000463,               0.000463,               0.000463
                    292,                0.42019,                0.24698,                0.79882,                0.93213,                0.86739,                0.92974,                0.71321,                 0.5889,                0.33046,                0.85134,                0.00043,                0.00043,                0.00043
                    293,                0.42011,                0.24645,                0.79991,                0.93373,                0.86733,                0.93037,                0.71254,                0.58884,                 0.3306,                0.85127,               0.000397,               0.000397,               0.000397
                    294,                0.41424,                0.24378,                0.79713,                0.93419,                0.86725,                0.93071,                0.71311,                0.58877,                0.33085,                0.85124,               0.000364,               0.000364,               0.000364
                    295,                0.41263,                0.24311,                0.80094,                0.93471,                0.86543,                0.92952,                 0.7123,                0.58893,                0.33128,                0.85118,               0.000331,               0.000331,               0.000331
                    296,                0.41033,                0.24357,                0.79781,                0.93413,                0.86693,                0.93054,                0.71265,                0.58885,                0.33129,                0.85113,               0.000298,               0.000298,               0.000298
                    297,                0.40811,                0.24198,                0.79862,                0.93422,                0.86659,                0.93065,                0.71294,                 0.5888,                0.33129,                0.85111,               0.000265,               0.000265,               0.000265
                    298,                0.40508,                0.24082,                0.79736,                0.93567,                0.86623,                0.93077,                0.71234,                0.58873,                0.33153,                0.85104,               0.000232,               0.000232,               0.000232
                    299,                0.40419,                0.23902,                0.79732,                0.92473,                 0.8719,                0.93005,                0.71235,                0.58891,                0.33152,                0.85106,               0.000199,               0.000199,               0.000199
                    300,                0.40333,                0.23895,                0.79694,                0.92484,                0.87206,                0.93002,                0.71243,                0.58866,                0.33165,                0.85099,               0.000166,               0.000166,               0.000166
